matrix,source_model,model_key,source_layer,layer_group,transformer_block,module,shape_family,method,pruning_family,target_sparsity,pruning_block_size,rows,cols,nnz,realized_sparsity,mask_sha256_16,activation_calibration
qwen25_3b_l35_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.35.self_attn.q_proj.weight,qwen25_3b_block_35,35,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,d1a298ec837d7ef6,
qwen25_3b_l35_q_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.35.self_attn.q_proj.weight,qwen25_3b_block_35,35,q_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,decff7ce8d59edc3,qwen25_activation_rms_16prompts.npz
qwen25_3b_l35_q_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.35.self_attn.q_proj.weight,qwen25_3b_block_35,35,q_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,d1e5bbdb8effc5cc,
qwen25_3b_l35_q_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.35.self_attn.q_proj.weight,qwen25_3b_block_35,35,q_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,61d8f0df9fef2bd7,qwen25_activation_rms_16prompts.npz
qwen25_3b_l35_q_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.35.self_attn.q_proj.weight,qwen25_3b_block_35,35,q_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,54d64002cee9f6b8,
qwen25_3b_l35_q_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.35.self_attn.q_proj.weight,qwen25_3b_block_35,35,q_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,6b07ca9b0058403c,qwen25_activation_rms_16prompts.npz
llama2_7b_l00_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.o_proj.weight,llama2_7b_block_00,0,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,8907f771e44bc596,
llama2_7b_l00_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.o_proj.weight,llama2_7b_block_00,0,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,28dc049440913b9f,llama2_7b.npz
llama2_7b_l00_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.o_proj.weight,llama2_7b_block_00,0,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,0956cb7ff69c4d77,
llama2_7b_l00_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.o_proj.weight,llama2_7b_block_00,0,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,608a93da1b181b4a,llama2_7b.npz
llama2_7b_l00_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.o_proj.weight,llama2_7b_block_00,0,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,6226e5caea6da468,
llama2_7b_l00_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.o_proj.weight,llama2_7b_block_00,0,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,bf3691a10f767250,llama2_7b.npz
llama2_7b_l00_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.q_proj.weight,llama2_7b_block_00,0,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,e1d4d5c430d3dd4d,
llama2_7b_l00_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.q_proj.weight,llama2_7b_block_00,0,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,f04551a9e4bb16ce,llama2_7b.npz
llama2_7b_l00_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.q_proj.weight,llama2_7b_block_00,0,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,13ac2afaff29b007,
llama2_7b_l00_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.q_proj.weight,llama2_7b_block_00,0,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,51a887c6f6c06d1d,llama2_7b.npz
llama2_7b_l00_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.q_proj.weight,llama2_7b_block_00,0,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,d3e446ca7d72ba76,
llama2_7b_l00_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.0.self_attn.q_proj.weight,llama2_7b_block_00,0,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,0bc3bd300454fafa,llama2_7b.npz
llama2_7b_l04_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.o_proj.weight,llama2_7b_block_04,4,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,5261e934b4e7e55f,
llama2_7b_l04_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.o_proj.weight,llama2_7b_block_04,4,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,7795bb13134f0fa1,llama2_7b.npz
llama2_7b_l04_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.o_proj.weight,llama2_7b_block_04,4,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,c373f9e842b7d3db,
llama2_7b_l04_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.o_proj.weight,llama2_7b_block_04,4,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,37d76907bdb03063,llama2_7b.npz
llama2_7b_l04_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.o_proj.weight,llama2_7b_block_04,4,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,f9bccbd7a02edb94,
llama2_7b_l04_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.o_proj.weight,llama2_7b_block_04,4,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,a1aaee4426ccabf1,llama2_7b.npz
llama2_7b_l04_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.q_proj.weight,llama2_7b_block_04,4,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,5f2755a46a4c1e38,
llama2_7b_l04_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.q_proj.weight,llama2_7b_block_04,4,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,78157256f1e1e348,llama2_7b.npz
llama2_7b_l04_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.q_proj.weight,llama2_7b_block_04,4,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,5723cea9b1b724f8,
llama2_7b_l04_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.q_proj.weight,llama2_7b_block_04,4,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,490ad6f5da5f32e6,llama2_7b.npz
llama2_7b_l04_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.q_proj.weight,llama2_7b_block_04,4,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,c11f39c2e491a322,
llama2_7b_l04_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.4.self_attn.q_proj.weight,llama2_7b_block_04,4,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,3e5c40d483699c4f,llama2_7b.npz
llama2_7b_l08_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.o_proj.weight,llama2_7b_block_08,8,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,44319e9fce12323f,
llama2_7b_l08_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.o_proj.weight,llama2_7b_block_08,8,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,9927f216cef0049d,llama2_7b.npz
llama2_7b_l08_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.o_proj.weight,llama2_7b_block_08,8,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,afb13369ff722f4c,
llama2_7b_l08_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.o_proj.weight,llama2_7b_block_08,8,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,0cae0bee579cdcc9,llama2_7b.npz
llama2_7b_l08_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.o_proj.weight,llama2_7b_block_08,8,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,aa4ab92172245f18,
llama2_7b_l08_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.o_proj.weight,llama2_7b_block_08,8,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,2b514443d999bb34,llama2_7b.npz
llama2_7b_l08_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.q_proj.weight,llama2_7b_block_08,8,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,e08ee447e8eabafe,
llama2_7b_l08_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.q_proj.weight,llama2_7b_block_08,8,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,14e62a88b4c24fe5,llama2_7b.npz
llama2_7b_l08_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.q_proj.weight,llama2_7b_block_08,8,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,6f3157901dd25ec7,
llama2_7b_l08_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.q_proj.weight,llama2_7b_block_08,8,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,dc7a24f6058d6041,llama2_7b.npz
llama2_7b_l08_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.q_proj.weight,llama2_7b_block_08,8,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,bd55a7718376d89a,
llama2_7b_l08_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.8.self_attn.q_proj.weight,llama2_7b_block_08,8,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,e8d2e3d4ca38e1a7,llama2_7b.npz
llama2_7b_l13_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.o_proj.weight,llama2_7b_block_13,13,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,226dc198ac1a1975,
llama2_7b_l13_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.o_proj.weight,llama2_7b_block_13,13,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,15a1c2b976ef9c5e,llama2_7b.npz
llama2_7b_l13_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.o_proj.weight,llama2_7b_block_13,13,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,8a8f217044a75ad2,
llama2_7b_l13_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.o_proj.weight,llama2_7b_block_13,13,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,79b1ce0f9641d7e0,llama2_7b.npz
llama2_7b_l13_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.o_proj.weight,llama2_7b_block_13,13,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,df93650b7971111d,
llama2_7b_l13_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.o_proj.weight,llama2_7b_block_13,13,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,e3c3aa8f63acda89,llama2_7b.npz
llama2_7b_l13_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.q_proj.weight,llama2_7b_block_13,13,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,5578826e247fe619,
llama2_7b_l13_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.q_proj.weight,llama2_7b_block_13,13,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,b7e25ee92c7e45af,llama2_7b.npz
llama2_7b_l13_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.q_proj.weight,llama2_7b_block_13,13,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,ab6792dd8b57c767,
llama2_7b_l13_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.q_proj.weight,llama2_7b_block_13,13,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,e115b7fa0580d887,llama2_7b.npz
llama2_7b_l13_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.q_proj.weight,llama2_7b_block_13,13,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,b8284342e846a2a7,
llama2_7b_l13_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.13.self_attn.q_proj.weight,llama2_7b_block_13,13,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,9c76f2d71a62a13d,llama2_7b.npz
llama2_7b_l18_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.o_proj.weight,llama2_7b_block_18,18,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,fdc4abcc92fe8083,
llama2_7b_l18_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.o_proj.weight,llama2_7b_block_18,18,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,c8a902a4e974fe1c,llama2_7b.npz
llama2_7b_l18_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.o_proj.weight,llama2_7b_block_18,18,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,89dc60fb6b7d4230,
llama2_7b_l18_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.o_proj.weight,llama2_7b_block_18,18,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,d1982073d6905290,llama2_7b.npz
llama2_7b_l18_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.o_proj.weight,llama2_7b_block_18,18,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,98a4f679d0dd8ae7,
llama2_7b_l18_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.o_proj.weight,llama2_7b_block_18,18,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,d91d425acbd6f809,llama2_7b.npz
llama2_7b_l18_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.q_proj.weight,llama2_7b_block_18,18,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,8c16a820a8615a5d,
llama2_7b_l18_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.q_proj.weight,llama2_7b_block_18,18,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,5ebcc41c3919a7af,llama2_7b.npz
llama2_7b_l18_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.q_proj.weight,llama2_7b_block_18,18,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,672a6d7aebcba215,
llama2_7b_l18_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.q_proj.weight,llama2_7b_block_18,18,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,f22fcfc983ab9fdd,llama2_7b.npz
llama2_7b_l18_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.q_proj.weight,llama2_7b_block_18,18,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,99b55595b0c799ea,
llama2_7b_l18_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.18.self_attn.q_proj.weight,llama2_7b_block_18,18,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,3a33fdc4cda55da2,llama2_7b.npz
llama2_7b_l22_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.o_proj.weight,llama2_7b_block_22,22,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,1ff213378ea6421f,
llama2_7b_l22_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.o_proj.weight,llama2_7b_block_22,22,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,bdf4b98b6fbc4222,llama2_7b.npz
llama2_7b_l22_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.o_proj.weight,llama2_7b_block_22,22,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,e453948e0b34b8ab,
llama2_7b_l22_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.o_proj.weight,llama2_7b_block_22,22,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,59d446194778025c,llama2_7b.npz
llama2_7b_l22_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.o_proj.weight,llama2_7b_block_22,22,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,dbf93ae6d0511775,
llama2_7b_l22_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.o_proj.weight,llama2_7b_block_22,22,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,8261d9824b85cdc3,llama2_7b.npz
llama2_7b_l22_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.q_proj.weight,llama2_7b_block_22,22,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,80f2d922eface0bb,
llama2_7b_l22_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.q_proj.weight,llama2_7b_block_22,22,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,047015fc01cf81ee,llama2_7b.npz
llama2_7b_l22_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.q_proj.weight,llama2_7b_block_22,22,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,1607134d5c84e917,
llama2_7b_l22_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.q_proj.weight,llama2_7b_block_22,22,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,a0695d51a14f6530,llama2_7b.npz
llama2_7b_l22_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.q_proj.weight,llama2_7b_block_22,22,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,25c31e293b881f9f,
llama2_7b_l22_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.22.self_attn.q_proj.weight,llama2_7b_block_22,22,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,36ed0b8c7f751c2f,llama2_7b.npz
llama2_7b_l27_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.o_proj.weight,llama2_7b_block_27,27,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,210ec11d55606305,
llama2_7b_l27_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.o_proj.weight,llama2_7b_block_27,27,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,bc88580796c5099b,llama2_7b.npz
llama2_7b_l27_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.o_proj.weight,llama2_7b_block_27,27,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,05ea639e1c503ce3,
llama2_7b_l27_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.o_proj.weight,llama2_7b_block_27,27,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,5c47263cd2fdcff7,llama2_7b.npz
llama2_7b_l27_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.o_proj.weight,llama2_7b_block_27,27,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,c6ed4e0de8b65d14,
llama2_7b_l27_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.o_proj.weight,llama2_7b_block_27,27,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,5f98529021c368f9,llama2_7b.npz
llama2_7b_l27_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.q_proj.weight,llama2_7b_block_27,27,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,7b275ba5d6319678,
llama2_7b_l27_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.q_proj.weight,llama2_7b_block_27,27,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,cb142ad5bf5f224e,llama2_7b.npz
llama2_7b_l27_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.q_proj.weight,llama2_7b_block_27,27,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,bb07cd08887d0f30,
llama2_7b_l27_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.q_proj.weight,llama2_7b_block_27,27,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,7b156c0513e9eea2,llama2_7b.npz
llama2_7b_l27_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.q_proj.weight,llama2_7b_block_27,27,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,c6c74bf7085ea551,
llama2_7b_l27_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.27.self_attn.q_proj.weight,llama2_7b_block_27,27,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,cc17b89091cae8b3,llama2_7b.npz
llama2_7b_l31_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.31.self_attn.o_proj.weight,llama2_7b_block_31,31,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,b17fe0892f32e01a,
llama2_7b_l31_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.31.self_attn.o_proj.weight,llama2_7b_block_31,31,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,ca8f2c6204ce6fff,llama2_7b.npz
llama2_7b_l31_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.31.self_attn.o_proj.weight,llama2_7b_block_31,31,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,b81b5a0889a5e461,
llama2_7b_l31_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.31.self_attn.o_proj.weight,llama2_7b_block_31,31,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,c42572e5cf2db246,llama2_7b.npz
